lambda,state_a,capability_a,state_b,capability_b,rank_crossover
0.08793745622433065,India,E,Taiwan,R,1
0.0879828456731682,Pakistan,L,North Korea,A,1
0.08855002503167932,United States,S,Pakistan,L,1
0.08856475971647516,Russia,M,Israel,R,1
0.08862292278862118,Switzerland,H,Taiwan,A,1
0.08882745498301312,France,D,North Korea,R,1
0.08886941267439305,France,H,Taiwan,S,1
0.08896122842711805,United States,L,Russia,A,1
0.0893108169694565,Pakistan,I,Israel,L,1
0.08954113373588907,United States,L,North Korea,S,1
0.08961567314888669,France,H,India,A,1
0.08982481873836806,Russia,R,Belgium,D,1
0.08986772415742487,India,S,Belgium,H,1
0.08996161540432514,North Korea,L,Israel,A,1
0.09031912633962644,United States,I,United Kingdom,L,1
0.09055467982294367,Russia,S,North Korea,L,1
0.0908448338298788,China,D,Israel,R,1
0.09086889319985185,United States,L,India,N,1
0.09093621862865445,United States,E,Pakistan,R,1
0.0913504630917726,North Korea,I,Switzerland,L,1
0.09166942751230883,China,H,Pakistan,A,1
0.09198177801306046,United States,R,North Korea,E,1
0.09240562517325529,Russia,I,France,L,1
0.09305166015659427,Russia,E,North Korea,R,1
0.09320649688529309,United States,A,Switzerland,T,1
0.09348544782966807,Israel,I,Belgium,L,1
0.0936375868973797,Pakistan,S,Switzerland,T,1
0.09414672377478782,Russia,R,Israel,E,1
0.09459080580988131,United Kingdom,I,China,L,1
0.09526786848717213,United Kingdom,E,Israel,R,1
0.09616651463018117,India,N,North Korea,S,1
0.09763843461288993,United States,A,India,L,1
0.09825926867612898,India,L,Pakistan,S,1
0.09848027617712443,Russia,A,India,N,1
0.09853546775555781,Pakistan,N,Israel,S,1
0.09924595624559206,Taiwan,M,Taiwan,R,1
0.09949376916035471,North Korea,N,Israel,H,1
0.09972922541151646,India,N,Pakistan,L,1
0.09976425747753717,United States,N,United Kingdom,S,1
0.0999788716198323,Israel,H,Switzerland,S,1
0.1000813819805078,Russia,A,Pakistan,L,1
0.10049264229309512,India,M,India,R,1
0.1007337754528752,Pakistan,L,North Korea,S,1
0.10074672812431237,Russia,N,United Kingdom,H,1
0.10078820097541888,France,A,Israel,H,1
0.10096606773591216,United Kingdom,A,Pakistan,N,1
0.10102408153778307,North Korea,N,Switzerland,S,1
0.101244156181473,United Kingdom,H,France,S,1
0.10134927896824152,United States,L,Israel,A,1
0.10146487874067635,United States,A,United Kingdom,T,1
0.10173455638377438,Russia,L,Taiwan,T,1
0.1019331680725252,United Kingdom,T,Pakistan,S,1
0.10201836230291166,United States,L,Russia,S,1
0.1020316474550916,Israel,N,Switzerland,H,1
0.10207418516147598,United Kingdom,H,Belgium,A,1
0.10225662388764789,United States,N,Switzerland,A,1
0.10227928385001821,Pakistan,N,North Korea,L,1
0.10231613067882409,Russia,N,France,S,1
0.10254187690655661,Switzerland,H,Belgium,S,1
0.10264971327153738,United Kingdom,A,North Korea,L,1
0.1027683003827667,North Korea,A,Switzerland,T,1
0.10304496055244772,India,T,Israel,L,1
0.10308239792853173,Pakistan,M,Pakistan,R,1
0.10324872680030137,United States,S,Switzerland,T,1
0.10333613521305515,North Korea,L,Israel,S,1
0.10334976581385225,United Kingdom,N,France,H,1
0.10339340992005804,China,A,Switzerland,H,1
0.10358059918425307,France,A,North Korea,N,1
0.10364165734845333,Israel,N,Belgium,S,1
0.10387329726430088,France,H,China,S,1
0.10442798380116497,United States,M,United States,R,1
0.10464383727897707,China,R,North Korea,D,1
0.1047023867071441,Switzerland,N,Belgium,H,1
0.10474718094726441,France,H,Taiwan,A,1
0.1049393087439632,Russia,N,Belgium,A,1
0.10500197974921299,United Kingdom,N,China,S,1
0.10523974720751413,Belgium,H,Taiwan,S,1
0.10552370885011392,Russia,L,India,I,1
0.10576971970100613,Pakistan,T,Switzerland,L,1
0.10580916350269931,North Korea,M,North Korea,R,1
0.10603077061735801,Russia,D,Taiwan,R,1
0.10609088278659719,France,N,China,H,1
0.1061368732304452,India,A,Belgium,H,1
0.1063341376059955,China,A,Israel,N,1
0.10639848621102259,Switzerland,N,Taiwan,S,1
0.1066426276038357,China,H,India,S,1
0.10711699939192494,France,T,Belgium,I,1
0.10718686022115899,United States,T,France,L,1
0.10722736827035963,Russia,M,Russia,R,1
0.107454962173092,India,R,Israel,D,1
0.10751670049532863,Belgium,N,Taiwan,H,1
0.10776654544001316,United Kingdom,N,Taiwan,A,1
0.10783263991744182,France,N,India,S,1
0.10838295160755174,United Kingdom,L,Pakistan,I,1
0.10857072061873721,China,I,Belgium,T,1
0.10864249116042028,North Korea,T,Belgium,L,1
0.10868410711774078,Israel,M,Israel,R,1
0.10898136509412829,China,N,India,H,1
0.10902989630095083,Pakistan,A,Taiwan,H,1
0.10923807164142885,India,A,Switzerland,N,1
0.10987147596537744,United States,I,Switzerland,L,1
0.11006444259968057,China,T,Taiwan,I,1
0.11013820224337664,Russia,T,China,L,1
0.11042129108731485,Pakistan,R,Switzerland,D,1
0.11119902175705834,United States,A,Taiwan,L,1
0.11132896711103782,United States,A,Israel,T,1
0.1114014562684914,France,L,North Korea,I,1
0.11147114933099923,India,N,Switzerland,T,1
0.11159983936390583,India,I,Taiwan,T,1
0.11167567196139526,Israel,T,Taiwan,L,1
0.11184147598056257,Pakistan,S,Israel,T,1
0.1119036082474113,Pakistan,S,Taiwan,L,1
0.11196672994726507,United States,R,France,D,1
0.11230506893287513,Pakistan,A,Belgium,N,1
0.11276646178677005,India,L,North Korea,A,1
0.11290009853055548,United Kingdom,T,North Korea,A,1
0.11297464881846622,Russia,I,Belgium,L,1
0.11310865095927104,United States,A,United Kingdom,I,1
0.11325667385601816,United Kingdom,T,India,L,1
0.11342720929353065,United States,S,United Kingdom,T,1
0.11349111642642937,United States,S,India,L,1
0.11354710029977114,United Kingdom,I,Pakistan,S,1
0.11355604228734853,North Korea,R,Belgium,D,1
0.11364364872224243,United States,L,Pakistan,N,1
0.11451620995394879,Russia,A,Switzerland,T,1
0.11459291054672904,China,L,Israel,I,1
0.11505855565265884,North Korea,S,Switzerland,T,1
0.11519112329586254,Russia,R,China,D,1
0.11519428260316392,India,E,Taiwan,M,1
0.11528127176635103,United States,N,North Korea,L,1
0.11603775351105171,Pakistan,L,Israel,A,1
0.11625820632646554,United Kingdom,I,Taiwan,L,1
0.11647428100784403,United States,I,Pakistan,T,1
0.11680520469782274,Russia,S,Pakistan,L,1
0.11687397891020294,Israel,R,Taiwan,D,1
0.11774562067465819,United States,L,United Kingdom,A,1
0.1181951174229028,United States,T,North Korea,I,1
0.11853590604401182,United States,L,Israel,S,1
0.11937788264364493,United Kingdom,S,Israel,H,1
0.11950451229637811,North Korea,L,Switzerland,A,1
0.11988724279601332,North Korea,L,Israel,H,1
0.11996756497657103,Russia,I,North Korea,T,1
0.12031866630963936,United Kingdom,S,North Korea,L,1
0.12033940158091272,Israel,H,Switzerland,A,1
0.12039509246782884,United States,E,Pakistan,M,1
0.12118625242108842,United Kingdom,H,Switzerland,S,1
0.12129759059212676,United Kingdom,T,India,N,1
0.12179398089110965,Russia,T,Israel,I,1
0.1221772436290534,United Kingdom,H,France,A,1
0.12223464895072828,United States,M,North Korea,E,1
0.12305025228786792,France,S,Switzerland,H,1
0.12307487302704405,United States,A,Israel,I,1
0.12329267658289335,China,R,Taiwan,M,1
0.12331749652573841,United States,A,Russia,T,1
0.1235507269908925,Pakistan,S,Israel,I,1
0.12367686815571334,United Kingdom,I,Israel,T,1
0.12388343702156848,Russia,T,Pakistan,S,1
0.1238893201434788,India,N,India,L,1
0.12407209190406963,Switzerland,H,Belgium,A,1
0.12413129206438964,Russia,E,North Korea,M,1
0.12497248933051325,France,H,Belgium,S,1
0.12499788538611212,United Kingdom,I,North Korea,A,1
0.1252225545731269,India,M,Taiwan,R,1
0.1252481576819635,North Korea,A,Israel,T,1
0.12548875536013335,United States,S,United Kingdom,I,1
0.12583199959622815,United States,S,Israel,T,1
0.12602664051968457,France,H,China,A,1
0.12608772103000324,Russia,M,Israel,E,1
0.12695573612784888,China,S,Belgium,H,1
0.12724023328216533,Russia,A,United Kingdom,T,1
0.12769523648579892,France,R,China,E,1
0.12784283961406537,United Kingdom,T,North Korea,S,1
0.12784910481252273,Pakistan,N,Pakistan,L,1
0.1280437560718416,Belgium,H,Taiwan,A,1
0.12810680796306462,United Kingdom,E,Israel,M,1
0.128184297569492,United Kingdom,R,France,F,1
0.1290029440941149,China,H,Taiwan,S,1
0.12913387701657064,United States,A,China,L,1
0.12929670108322075,Israel,A,Switzerland,T,1
0.12976655789814284,Belgium,R,Taiwan,E,1
0.12991899120855238,Russia,S,Switzerland,T,1
0.12992546155656787,United States,N,United States,L,1
0.12994830610785038,China,L,Pakistan,S,1
0.13012649166652066,China,H,India,A,1
0.13019161194174245,United Kingdom,M,Switzerland,E,1
0.13043069721689418,United States,L,Israel,H,1
0.13104039428674746,Russia,L,Taiwan,I,1
0.1311172581342227,India,S,Taiwan,H,1
0.13125252036950952,North Korea,A,Taiwan,L,1
0.13139254591749785,United States,M,Pakistan,R,1
0.13156751323127014,United States,N,Israel,H,1
0.13168321814734146,United Kingdom,I,India,N,1
0.13190618433649598,China,R,India,E,1
0.13207037460386234,North Korea,N,North Korea,L,1
0.13209397972183756,United States,S,Taiwan,L,1
0.1323453944716588,France,E,Switzerland,M,1
0.13259246314358455,United Kingdom,H,North Korea,L,1
0.13302396249778944,India,N,Israel,T,1
0.13322258682492732,India,I,Israel,L,1
0.13344184264067707,Russia,A,India,L,1
0.1335865810404121,United States,R,North Korea,M,1
0.13376744448402833,United Kingdom,H,North Korea,N,1
0.1343117006038336,India,L,North Korea,S,1
0.13450206202998946,India,H,Pakistan,A,1
0.13457163651151036,France,M,Belgium,E,1
0.13496708391186635,United States,A,Russia,I,1
0.13548731079630863,Russia,I,Pakistan,S,1
0.135855133897176,Russia,M,North Korea,R,1
0.1360421966067888,Russia,N,Switzerland,H,1
0.13640432794298166,India,R,Pakistan,E,1
0.1372831725963029,North Korea,A,Israel,I,1
0.1375999863538988,Pakistan,N,Switzerland,T,1
0.1378125219941596,Pakistan,I,Switzerland,L,1
0.13782144287953554,United States,S,Israel,I,1
0.13804715947354226,United Kingdom,A,Pakistan,L,1
0.13819960766526448,United States,A,North Korea,T,1
0.13820206642709082,Russia,R,Israel,M,1
0.13831893106241136,North Korea,D,Belgium,R,1
0.13839565268072837,France,H,Israel,N,1
0.13883140067793637,Pakistan,S,North Korea,T,1
0.13897830368249145,Pakistan,L,Israel,S,1
0.13943121343595608,United Kingdom,R,Switzerland,F,1
0.13968013917818725,Russia,A,United Kingdom,I,1
0.14022817174450208,United States,I,France,L,1
0.1402374081211535,United Kingdom,I,North Korea,S,1
0.1404711142625458,United States,L,Switzerland,A,1
0.14062896615895695,Russia,T,North Korea,A,1
0.1406315121246398,United Kingdom,M,Israel,R,1
0.14075252338477626,Russia,D,China,R,1
0.14083196921800817,United Kingdom,N,Belgium,H,1
0.14096408215316844,India,N,Taiwan,L,1
0.14122008566218172,Pakistan,R,North Korea,E,1
0.14128321907753918,United States,S,Russia,T,1
0.14143535947506242,United States,L,United Kingdom,S,1
0.14190445218089948,France,F,Switzerland,R,1
0.14273001792788811,North Korea,I,Belgium,L,1
0.14298171435436155,France,A,North Korea,L,1
0.14300745289387956,Pakistan,L,Israel,H,1
0.14314526244243597,Russia,A,Israel,T,1
0.14322577364267,India,N,Israel,I,1
0.143273282897456,Israel,D,Taiwan,R,1
0.14335560066043818,China,H,Switzerland,N,1
0.14375777125865058,United States,R,Russia,E,1
0.14382319456582354,North Korea,S,Israel,T,1
0.14398085751762912,North Korea,L,Switzerland,S,1
0.1453227579080819,Russia,I,China,L,1
0.1456103739811253,United States,L,United Kingdom,H,1
0.14575324831517517,United Kingdom,T,Israel,A,1
0.1458859782770128,United Kingdom,D,India,R,1
0.1459713265602183,France,N,Taiwan,H,1
0.14638832874345534,North Korea,R,Israel,E,1
0.14645616882383805,Russia,S,United Kingdom,T,1
0.14695253175764933,China,M,Switzerland,I,1
0.14726025990612251,Russia,T,India,N,1
0.14801143668062766,Israel,I,Taiwan,L,1
0.1481172331994074,Israel,H,Israel,S,1
0.148309804747927,North Korea,L,Switzerland,H,1
0.1484580282980383,United Kingdom,A,Switzerland,T,1
0.1486842817916916,India,H,Belgium,N,1
0.14877940871645298,Israel,H,Switzerland,T,1
0.1488315454796601,United States,N,Pakistan,L,1
0.14911695140641837,Russia,R,United Kingdom,E,1
0.14918734469140102,Israel,S,Switzerland,T,1
0.14930132496975976,United Kingdom,A,Israel,H,1
0.1494033007955409,United States,A,North Korea,I,1
0.14997701249301118,Pakistan,S,North Korea,I,1
0.15068559307998428,Russia,L,China,T,1
0.15080147963746596,United Kingdom,I,India,L,1
0.15091130379651427,United Kingdom,H,United Kingdom,S,1
0.1514080563831314,France,D,Pakistan,R,1
0.15165288717652697,United States,L,North Korea,N,1
0.15194922709554962,Israel,R,Switzerland,E,1
0.15214067552445923,United Kingdom,H,Switzerland,A,1
0.1522465682749243,Russia,I,North Korea,A,1
0.15271738665173404,France,F,China,E,1
0.15284156266590282,United Kingdom,F,United Kingdom,R,1
0.15284236770434315,United States,S,Russia,I,1
0.15288887372655421,United Kingdom,T,Pakistan,N,1
0.1535783486487826,Israel,L,Taiwan,T,1
0.1538128153598349,Switzerland,H,Switzerland,S,1
0.1539665376231798,United States,A,Belgium,L,1
0.15406617497281214,United States,D,Switzerland,I,1
0.15432888596662905,United States,R,Belgium,D,1
0.15442440212184091,Pakistan,H,Taiwan,N,1
0.15450052558862237,North Korea,D,Taiwan,E,1
0.15458326192401986,Russia,N,North Korea,L,1
0.1549313142370123,Pakistan,S,Belgium,L,1
0.15509011488008706,France,A,Switzerland,H,1
0.15520015464243028,Russia,A,Israel,I,1
0.15581850565293537,Switzerland,F,Switzerland,R,1
0.15581934235683723,North Korea,S,Israel,I,1
0.15586767794293785,United States,N,Switzerland,T,1
0.15658434427605367,United Kingdom,L,India,T,1
0.1568280865498,France,H,France,S,1
0.15698623911821302,Russia,I,India,N,1
0.15698789801137383,China,L,North Korea,A,1
0.15716668112922688,United States,T,United States,A,1
0.1573646243626853,China,D,North Korea,R,1
0.15754308680285933,Russia,D,India,E,1
0.15788163902168767,United States,T,Pakistan,S,1
0.1579910340549878,United States,S,China,L,1
0.15815617224540385,France,H,Belgium,A,1
0.15827060748709892,United Kingdom,I,Israel,A,1
0.15891371790948638,France,F,France,R,1
0.15891458818456555,Russia,S,United Kingdom,I,1
0.1597782206890269,Switzerland,I,Belgium,M,1
0.15996394140575357,Belgium,H,Belgium,S,1
0.1601302111688125,Russia,A,Taiwan,L,1
0.16031622730123868,North Korea,T,North Korea,A,1
0.1605221886015808,Russia,R,Taiwan,D,1
0.1610601949670056,United States,S,North Korea,T,1
0.16117404072460031,North Korea,S,Taiwan,L,1
0.16134590355971393,China,A,Belgium,H,1
0.16146276756279418,United Kingdom,H,Pakistan,L,1
0.16175784957216252,United Kingdom,T,Israel,H,1
0.16271840315599143,Belgium,R,Taiwan,M,1
0.16296373674063044,France,L,Pakistan,T,1
0.16303438875737394,France,I,China,M,1
0.16322776090337096,China,H,China,S,1
0.1633990913237763,United Kingdom,I,Pakistan,N,1
0.16340088851673196,India,L,Israel,A,1
0.1634977910102038,China,L,India,N,1
0.16359458564849827,Russia,T,Russia,A,1
0.1638090622497179,India,D,Israel,R,1
0.16400244985105075,United Kingdom,D,Pakistan,E,1
0.16436936521808404,Russia,T,North Korea,S,1
0.16448793894589675,Russia,S,India,L,1
0.16466694570230858,China,H,Taiwan,A,1
0.16478867194214109,United States,L,Switzerland,H,1
0.16490890090662713,India,N,North Korea,T,1
0.16509604726956106,United Kingdom,H,Switzerland,T,1
0.16602453921668192,China,E,Switzerland,F,1
0.16609677847637008,China,R,India,M,1
0.16635241309740217,United States,T,Belgium,L,1
0.1666275409552408,Taiwan,H,Taiwan,S,1
0.16700982350800078,Israel,T,Israel,A,1
0.16729762534990442,United States,I,United States,A,1
0.16743491692177304,United States,E,Switzerland,D,1
0.16748573889864485,Pakistan,D,Switzerland,I,1
0.16775559160832718,France,T,China,M,1
0.16781736953087895,Russia,S,Israel,T,1
0.16793705474969278,United States,I,Pakistan,S,1
0.16799642315749425,France,F,North Korea,D,1
0.16812757753748683,India,A,Taiwan,H,1
0.1682544758960449,France,H,North Korea,L,1
0.16910600224989042,United Kingdom,R,Israel,F,1
0.1693613922970609,Switzerland,I,Belgium,E,1
0.16954307814498173,France,F,Taiwan,E,1
0.16961250263159308,United Kingdom,I,Israel,H,1
0.16988501078402726,China,L,North Korea,T,1
0.17017195781400152,India,H,India,S,1
0.17036013799581945,Pakistan,L,Switzerland,A,1
0.17046547308336366,India,L,Pakistan,N,1
0.17057069624238552,United Kingdom,T,United Kingdom,A,1
0.17087091258960593,North Korea,I,North Korea,A,1
0.1710141340884669,France,D,North Korea,E,1
0.1710671524523663,United States,D,France,I,1
0.1714131321484032,United Kingdom,T,Israel,S,1
0.17153800312755335,United States,S,North Korea,I,1
0.1715420901590814,United Kingdom,S,Pakistan,L,1
0.1719999829423735,Pakistan,N,Israel,T,1
0.17275779986139633,United Kingdom,F,Switzerland,R,1
0.17283318169275894,Russia,L,China,I,1
0.1732926147367503,India,R,Pakistan,M,1
0.17357089750840338,Russia,T,Taiwan,L,1
0.17367181886234725,India,N,North Korea,I,1
0.174066895538883,United States,L,France,A,1
0.17428672218601957,Switzerland,T,Switzerland,A,1
0.17460017397273406,Russia,I,Russia,A,1
0.1747497180528432,Russia,E,Belgium,D,1
0.17498596598294713,United States,D,France,T,1
0.1750567862124156,France,M,Switzerland,I,1
0.17516635892724705,United Kingdom,S,Switzerland,T,1
0.17522813896203493,France,F,Taiwan,M,1
0.17529676015144188,Russia,I,North Korea,S,1
0.17530102825839147,United States,L,Switzerland,S,1
0.17577923614468718,United States,N,United Kingdom,T,1
0.1765707976772071,France,R,Switzerland,F,1
0.17664954454632364,Israel,L,Taiwan,I,1
0.17717572554083572,India,L,Israel,H,1
0.17721697859524774,Israel,T,Israel,H,1
0.17742027198906932,India,L,Israel,T,1
0.17793854684462596,North Korea,L,Belgium,A,1
0.1780534651250313,Pakistan,L,North Korea,N,1
0.17849584977576657,Israel,I,Israel,A,1
0.17865214453880487,China,D,Israel,E,1
0.17897309302279896,France,I,Belgium,M,1
0.1792239319786238,Russia,S,Israel,I,1
0.17922839346687172,France,S,North Korea,L,1
0.17972829903441898,North Korea,N,Switzerland,T,1
0.18055591031593446,France,F,Belgium,R,1
0.18063825267925288,United Kingdom,L,India,I,1
0.181140178529568,Pakistan,R,North Korea,M,1
0.18123164414541004,United Kingdom,T,United Kingdom,H,1
0.18155454591530698,Pakistan,N,Israel,I,1
0.18187211229733685,United Kingdom,F,China,E,1
0.1821065529723695,United States,L,Russia,N,1
0.1821681793111941,United States,A,Pakistan,T,1
0.1823110160193333,France,T,Belgium,M,1
0.18256933331233915,United Kingdom,I,United Kingdom,A,1
0.1825717479756863,North Korea,D,Switzerland,F,1
0.18273284639967763,United Kingdom,E,Taiwan,D,1
0.18299145424516938,Pakistan,T,Pakistan,S,1
0.18306863807169427,China,M,Belgium,I,1
0.1833310969855877,United Kingdom,I,Israel,S,1
0.18404945360329897,France,E,Switzerland,I,1
0.18432129387214816,Israel,I,Israel,H,1
0.18533666817472358,United States,R,Russia,M,1
0.18538725593490873,Pakistan,L,Switzerland,H,1
0.18543242198467863,Switzerland,T,Switzerland,H,1
0.18565501270147688,Pakistan,L,Switzerland,T,1
0.1857704803150658,United States,N,United Kingdom,I,1
0.18610298005834183,Switzerland,F,Taiwan,E,1
0.18634846249188172,North Korea,L,Israel,N,1
0.18641299377058618,United States,T,North Korea,A,1
0.18656256742155827,China,M,Belgium,T,1
0.1868356109859117,Russia,D,France,F,1
0.18700432548530013,India,D,Switzerland,E,1
0.1872751737947594,United States,T,United States,S,1
0.18736381671173094,United States,T,India,N,1
0.18777234668938478,France,I,Pakistan,D,1
0.18781758854129682,United States,S,India,N,1
0.1883834371886083,France,I,Belgium,E,1
0.18866824065081567,United Kingdom,I,United Kingdom,H,1
0.18918161161976263,France,L,Pakistan,I,1
0.18924417982179162,Russia,F,United Kingdom,R,1
0.18973221013367375,North Korea,R,Israel,M,1
0.18978522622322236,United States,L,France,H,1
0.19006168367315773,United States,A,Pakistan,I,1
0.1901376125767054,France,T,Pakistan,D,1
0.19039971098099018,Switzerland,F,Taiwan,M,1
0.1905301837942293,France,T,Belgium,E,1
0.19053538031882725,France,F,India,E,1
0.19062381646586443,United States,A,France,L,1
0.19078378872917867,Pakistan,I,Pakistan,S,1
0.190860349923248,Russia,A,North Korea,T,1
0.19176425942109807,North Korea,T,North Korea,S,1
0.19180683745832394,France,L,Pakistan,S,1
0.192227888467932,India,N,North Korea,A,1
0.19228558615780927,United States,D,Belgium,I,1
0.19356628767381606,Switzerland,M,Switzerland,I,1
0.19376367721077586,United States,I,Belgium,L,1
0.19382931350423283,Israel,F,Switzerland,R,1
0.19415815661694777,Pakistan,N,Israel,H,1
0.1943261407726256,United States,I,India,N,1
0.19434131093927173,Russia,R,United Kingdom,M,1
0.1943969344970503,North Korea,L,Belgium,H,1
0.1946064628724469,India,N,Belgium,L,1
0.19468700107485332,United States,I,North Korea,A,1
0.19470323433806389,Israel,R,Switzerland,I,1
0.19476667131333403,United States,D,Belgium,T,1
0.195041696306746,France,F,India,M,1
0.19508173041942012,Russia,S,Israel,H,1
0.19527686922577986,North Korea,A,Belgium,L,1
0.19544474996486927,United States,I,United States,S,1
0.1955250985133781,Russia,T,Israel,A,1
0.1959431856796509,Russia,T,Israel,H,1
0.1961757541296986,Pakistan,D,Belgium,E,1
0.19647384202248042,Russia,T,Russia,S,1
0.19651853735225797,United States,S,Belgium,L,1
0.19657140907699827,Russia,T,Pakistan,N,1
0.1966221048947522,Israel,H,Israel,A,1
0.19707093551111562,Russia,S,Pakistan,N,1
0.1977646105953432,Russia,L,China,M,1
0.19836590669378693,France,M,France,I,1
0.1985732116719139,China,L,North Korea,I,1
0.19864214738685798,United Kingdom,F,France,R,1
0.19898753832070942,United States,N,United Kingdom,H,1
0.19917992182941033,Israel,R,Switzerland,M,1
0.19954305596883892,Russia,A,North Korea,I,1
0.19963223871451022,France,M,France,T,1
0.19991644540110579,United Kingdom,F,North Korea,D,1
0.1999577432396646,United Kingdom,H,Israel,S,1
0.2001627639610156,Russia,A,China,L,1
0.20033915445879072,North Korea,I,North Korea,S,1
0.200423578504823,United Kingdom,A,Israel,T,1
0.2008629002496215,United Kingdom,H,Israel,T,1
0.20106434706624587,China,E,Israel,F,1
0.20121332501637437,Israel,H,Taiwan,L,1
0.2014205763343289,Israel,T,Israel,S,1
0.2014675509057504,China,L,North Korea,S,1
0.20152311952277122,United States,N,Israel,T,1
0.20152712503241738,Switzerland,E,Switzerland,I,1
0.20157640195083776,United Kingdom,H,United Kingdom,A,1
0.20182341443729357,Russia,I,Israel,H,1
0.20193213547182431,Pakistan,N,Israel,A,1
0.20204816307556614,United States,N,Israel,S,1
0.20281762202685297,India,D,Switzerland,I,1
0.20340959785743806,Belgium,M,Belgium,I,1
0.2036275846044001,Russia,I,Taiwan,L,1
0.20370007492510636,Switzerland,F,Belgium,R,1
0.20395209217147936,France,R,North Korea,D,1
0.2040632949101832,North Korea,N,Switzerland,H,1
0.20424886415472038,Russia,I,Pakistan,N,1
0.20455856770003641,Pakistan,N,Taiwan,L,1
0.20464755580405064,Russia,I,Israel,A,1
0.2047413607397517,Belgium,M,Belgium,T,1
0.2050403116856213,Russia,D,Switzerland,F,1
0.20508375381311322,United Kingdom,S,Switzerland,H,1
0.2051603837915613,United States,D,Russia,L,1
0.20529942654307476,Israel,A,Taiwan,L,1
0.2054849906180908,Russia,I,Russia,S,1
0.20557380829293997,United Kingdom,T,Switzerland,A,1
0.2060360244274207,United Kingdom,T,Switzerland,H,1
0.2062479866627552,United Kingdom,F,Taiwan,E,1
0.20640474822763055,United Kingdom,H,India,L,1
0.20662283771641318,United Kingdom,T,United Kingdom,S,1
0.2066722704261103,Russia,S,Taiwan,L,1
0.20673074766921817,United Kingdom,T,North Korea,N,1
0.20673496287130969,France,E,France,I,1
0.20678681984011607,Switzerland,H,Switzerland,A,1
0.20695494677447593,France,E,France,T,1
0.20704677533047192,United Kingdom,H,Israel,I,1
0.20716119836850613,United States,N,United Kingdom,A,1
0.20728331469690667,United Kingdom,S,North Korea,N,1
0.2084474736108337,United Kingdom,F,Taiwan,M,1
0.20864659936940494,France,T,France,I,1
0.2087164643678494,China,M,China,I,1
0.20894598026363545,India,L,Israel,I,1
0.20902230738451183,France,F,China,R,1
0.20928767455795413,Russia,D,Belgium,R,1
0.2094047734142882,Russia,N,France,H,1
0.20960018922674245,United States,N,Israel,I,1
0.2099263468031044,United States,N,India,L,1
0.21002006748923485,United Kingdom,A,Israel,I,1
0.2101188634933413,China,M,China,T,1
0.21043373655209782,France,F,Israel,D,1
0.21047949441502825,France,H,Switzerland,S,1
0.21070667139381863,United Kingdom,A,India,L,1
0.21090214374673238,Israel,I,Israel,S,1
0.2109957071751214,France,A,Switzerland,T,1
0.21146776795110758,Russia,R,Switzerland,I,1
0.21148265511430916,France,H,Switzerland,T,1
0.21170597813203026,India,E,Switzerland,F,1
0.2121009502441371,Switzerland,T,Switzerland,S,1
0.2121530392125936,India,L,Israel,S,1
0.21221465957423702,Russia,N,Switzerland,T,1
0.21221910137677344,Belgium,E,Belgium,I,1
0.2122737464608904,France,H,France,A,1
0.2124509178232637,Belgium,E,Belgium,T,1
0.21254768954602785,United Kingdom,I,Switzerland,H,1
0.212668275211991,North Korea,N,Switzerland,A,1
0.21279697242204518,Russia,N,Switzerland,S,1
0.21365065128645475,Pakistan,D,Belgium,I,1
0.21372301194941185,Pakistan,D,Belgium,T,1
0.21402407071488674,India,M,Switzerland,F,1
0.21423399878384988,Belgium,T,Belgium,I,1
0.2147778601975003,Russia,L,Belgium,M,1
0.21482710624189627,United Kingdom,R,North Korea,F,1
0.214909924346184,China,R,Israel,D,1
0.21503340099065726,Israel,N,Belgium,H,1
0.21523946838968513,United Kingdom,I,North Korea,N,1
0.2156822680507665,United Kingdom,I,Switzerland,A,1
0.21616683005236845,France,S,Belgium,H,1
0.21627861611614657,France,T,Israel,R,1
0.2164527624553796,United Kingdom,M,Switzerland,I,1
0.21661265285290032,United Kingdom,I,United Kingdom,S,1
0.2168978358982523,India,N,Pakistan,T,1
0.21720936541130834,France,I,Israel,R,1
0.21763497108047902,France,H,Pakistan,L,1
0.21805979260190167,Belgium,H,Belgium,A,1
0.2184761432828577,Russia,N,France,A,1
0.21861196803877989,France,S,Israel,N,1
0.2190945189518456,North Korea,T,Israel,H,1
0.21951303926197863,United States,D,China,I,1
0.21958942614284843,United States,D,China,T,1
0.22012888519936114,China,T,China,I,1
0.2205563088713569,India,N,Pakistan,I,1
0.2205903500876001,France,T,Switzerland,M,1
0.22070312840470746,China,M,Israel,L,1
0.22075512944781236,Russia,F,Switzerland,R,1
0.2208425821746297,United Kingdom,D,Taiwan,R,1
0.2209026594883243,North Korea,D,Israel,F,1
0.22097297220827722,United Kingdom,N,China,H,1
0.22105725469017573,Russia,L,Belgium,E,1
0.22155384408008355,Russia,N,Pakistan,L,1
0.22217005460698772,China,H,Belgium,S,1
0.22242318355578247,France,A,Pakistan,L,1
0.22247210003305518,France,I,Switzerland,M,1
0.22265793422207564,Pakistan,T,North Korea,A,1
0.22267251250079623,United Kingdom,E,Switzerland,I,1
0.22277259796133975,Russia,L,Pakistan,D,1
0.22299806518232598,North Korea,I,Israel,H,1
0.22368295196112514,United States,S,Pakistan,T,1
0.22372116473256176,United States,L,Belgium,H,1
0.22393942971809347,Taiwan,M,Taiwan,E,1
